id,cid,name,description,language
28546905,4048,无脸幻想师,制造幻影，能轻易地躲避敌人的攻击。,cn
54541900,4049,炭烧战士,「磁力战士1号」＋「磁力战士2号」,cn
91939608,4050,神圣人偶,操纵神圣力量的人偶。在黑暗之中攻击力很强。,cn
27324313,4051,电气小子,雷属性攻击异常厉害，若轻视它则会遭到电击。,cn
53829412,4052,狮鹫兽卫,善于用坚固的身体守备。将对方的攻击反弹。,cn
80813021,4053,犀牛,虽然守备不像外表般高强。但是角的攻击力还是很强。,cn
26202165,4054,三眼怪,"这个卡名的效果1回合只能使用1次。
①：这张卡从场上送去墓地的场合发动。从卡组把1只攻击力1500以下的怪兽加入手卡。这个回合，自己不能把这个效果加入手卡的卡以及那些同名卡的效果发动。",cn
53606874,4055,巨大蚂蚁,住在密林里的巨大蚂蚁。攻击和守备都意外的强。,cn
89091579,4056,昆虫人,群居生活的昆虫。森林中是他们的乐园。,cn
15480588,4057,铠蜥蜴,拥有坚硬躯体的蜥蜴。如果被咬到会立即毙命。,cn
52584282,4058,大力独角仙,巨大独角仙。尖角的攻击和坚硬身体的防御强而有力。,cn
88979991,4059,杀人蜂,巨大的黄蜂，攻击出乎意料的强，若被群体攻击则非常危险。,cn
15367030,4060,蟑螂球,圆溜溜的蟑螂。滚来滚去进行攻击。守备想不到还挺强。,cn
41762634,4061,吸血跳蚤,攻击力高强的巨型吸血跳蚤，轻视它会非常危险。,cn
87756343,4062,飞蛾幼虫,这张卡不能通常召唤。需要装备了「进化之茧」2回合（数自己的回合数）的「幼虫宝宝」做祭品特殊召唤上场。,cn
14141448,4063,大飞蛾,装备了「进化之茧」的「幼虫宝宝」4回合后（用自己的回合来数）作祭品来特殊召唤。,cn
40640057,4064,栗子球,①：对方怪兽的攻击要让自己受到战斗伤害的伤害计算时把这张卡从手卡丢弃才能发动。那次战斗发生的对自己的战斗伤害变成0。,cn
40374923,4065,猛犸的墓场,守护着伙伴墓地的猛犸，对于任何胆敢践踏墓地的盗墓者进行毫不客气的攻击。,cn
13429800,4066,大白鲨,巨大的白鲨，若被咬到绝对无法脱身。,cn
49417509,4067,狼,比较难见到的狼。用灵敏的鼻子寻找猎物。,cn
76812113,4068,鹰身女郎,人长出羽毛的魔兽，表演华丽的舞蹈进行快攻。,cn
12206212,4069,鹰身女郎三姐妹,这张卡不能通常召唤。「万华镜-华丽的分身-」的效果可以特殊召唤。,cn
49791927,4070,老虎斧战士,手持斧子的兽战士。敏捷动作下所发的攻击很强。,cn
90357090,4071,银牙狼,银光闪闪的狼。外表虽然美，性格却凶暴。,cn
1184620,4072,魔物狩人,猎杀人类的猎手，具有连岩石都能击碎的力量。,cn
48579379,4073,究极完全态大飞蛾,这张卡不能通常召唤。把有「进化之茧」装备的状态用自己回合计算经过6回合以上的自己场上1只「幼虫宝宝」解放的场合可以特殊召唤。,cn
14977074,4074,加鲁撒斯,长有龙头的兽战士，斧头具有相当大的威力。,cn
41462083,4075,千年龙,「时间魔术师」＋「宝贝龙」,cn
77456781,4076,恶魔乌贼,潜在海里的巨大章鱼。从海中突然出现并攻击。,cn
14851496,4077,水母,漂浮在海面上的海蜇，半透明的身体使人难以察觉。,cn
40240595,4078,进化之茧,这张卡可以从手卡当作装备卡使用给场上表侧表示存在的「幼虫宝宝」装备。用这个效果把这张卡装备的「幼虫宝宝」的攻击力·守备力按「进化之茧」的数值适用。,cn
76634149,4079,海龙神,被称为海洋之主的海龙。掀起海啸吞噬一切。,cn
13039848,4080,岩石巨兵,岩石的巨人兵，巨腕的攻击能震动大地。,cn
49127943,4081,食人植物,食肉花。让人觉得是漂亮的花，然后猛地一口吃掉接近它的人。,cn
76512652,4082,鳄鱼人,有智慧而且狂暴化的鳄鱼。以坚硬的鳞片反弹对方的攻击。,cn
2906250,4083,捕猎蛇,狡猾的蛇。用又粗又长的身体勒紧对手的攻击必须注意！,cn
48305365,4084,巨斧袭击者,持斧的战士。单手挥舞斧头的攻击相当强劲。,cn
75390004,4085,巨身多角龙,全身长满角的恐龙。突击攻击很强烈！,cn
1784619,4086,荒野盗龙,擅长奔跑的恐龙，利用尖锐的爪子进行攻击。,cn
38289717,4087,贪尸龙,什么都能咬碎的恐龙，攻击力十分恐怖。,cn
74677422,4088,真红眼黑龙,拥有真红之眼的黑龙。愤怒的黑炎会把映入其眼者全部烧成灰烬。,cn
62121,4089,暗晦之城,反转：场上表侧表示的全部不死族的怪兽攻击力·守备力加200。只要这张卡在场上表侧表示存在，自己的每个准备阶段不死族的攻守力都会加200。这个效果持续到自己的第4个准备阶段。,cn
33066139,4090,猎卡死神,反转：选择场上存在的1张陷阱卡破坏。选择的卡是盖放的场合，把那张卡翻开确认，是陷阱卡则破坏。魔法卡的场合回到原状。,cn
69455834,4091,暗魔界的霸王,使用强大的暗之力量，破坏周围的一切。,cn
6840573,4092,巴洛克斯,「杀人熊猫」＋「石像怪」,cn
32344688,4093,暗黑奇美拉,生息在魔界的怪兽。吐出暗炎攻击。,cn
68339286,4094,金属守护者,守护魔界宝物的恶魔在黑暗中守备相当强。,cn
95727991,4095,弹射龟,1回合1次，把自己场上1只怪兽解放才能发动。给与对方基本分解放的怪兽的攻击力一半数值的伤害。,cn
31122090,4096,逆转之女神,用神圣之力守护弱者，给予逆转之力的女神。,cn
68516705,4097,人马兽,人和马合为一体的怪物。跑得很快，谁都追不上。,cn
94905343,4098,牛头人马兽,「牛头人」＋「人马兽」,cn
30090452,4099,铠武者 斩鬼,喜好单挑，能抓住一瞬间的机会发动反击。,cn
67494157,4100,伏地龙,力量弱小无法飞天的龙，但攻击还是很强的。,cn
93889755,4101,杀人小丑,这张卡的表示形式从守备表示变成攻击表示时，对方场上的1只怪兽回到持有者手卡。,cn
20277860,4102,铠武者僵尸,充满怨念而苏醒的武者，要警惕在黑暗中挥舞的太刀。,cn
66672569,4103,龙僵尸,被魔力唤醒的龙，吐出的气息能使物体腐烂。,cn
92667214,4104,杀人小丑僵尸,使用黑暗力量重生的小丑，利用摇晃的舞蹈将对方引向死亡。,cn
29155212,4105,幽灵王-南瓜王-,只要「暗晦之城」在场上表侧表示存在，这张卡的攻击力·守备力上升100。此外，每次自己的准备阶段再上升100。这个效果持续到自己的第4个准备阶段。,cn
55550921,4106,格斗战士 阿提米特,不使用任何武器，空手战斗的格斗战士。,cn
92944626,4107,邪炎之翼,原形是红黑色燃烧着的翅膀。从全身喷出火焰进行攻击。,cn
28933734,4108,暗之假面,①：这张卡反转的场合，以自己墓地1张陷阱卡为对象发动。那张卡加入手卡。,cn
55337339,4109,转职的魔镜,恶魔镜。受到攻击也不会破裂、守备损伤。,cn
22026707,4110,黑魔族的幕帘,魔术师制作的窗帘。据说可以提升魔法师的力量。,cn
46457856,4111,小恐龙,体形虽然小，但性格凶暴。经常和同伴相争。,cn
54615781,4112,风之精灵,自在飞翔的风之精灵。心情不好的时候就会变成狂风。,cn
80600490,4113,暗影战士,用实体和影子袭击对方。疏忽的话就会受到夹击的哦。,cn
27094595,4114,招手的墓场,给予死者进一步提升的力量，引诱生者步向死亡的墓场。,cn
53493204,4115,心眼之女神,这张卡可以代替融合怪兽素材的其中1只来融合。这个时候，其他的融合素材必须是指定的融合素材。,cn
89987208,4116,东方英雄,传说来自遥远的东方国度的武士。手持的刀相当的锋利。,cn
16972957,4117,死之沉默天使 多玛,司职死亡的天使，若被这家伙盯上，难逃一死。,cn
52367652,4118,食命者,嗜食所有生物的灵魂，将将其作为自己的能量。,cn
9159938,4119,暗黑灰羚,全身灰色的野兽，是非常少见的珍贵品种。,cn
15150365,4120,白衣怪盗,这张卡造成对方玩家基本分伤害的时候，对方随机丢弃1张卡。,cn
41544074,4121,混沌男巫,「圣精灵」＋「黑魔族的幕帘」,cn
88643173,4122,梦魇蝎,造出恶梦，并在呻吟的时候用四条有毒的尾巴刺向敌人。,cn
14037717,4123,书之精灵 飞鹰主教,木之精灵，拥有非常高的智慧，发动多彩的攻击。,cn
41422426,4124,阴暗处的协力者,从暗处协助他人的可爱小人。,cn
77827521,4125,地狱的裁判,将敌人封入棺材里。然后由地狱使者下达判决。,cn
13215230,4126,梦幻小丑,这张卡的表示形式从攻击表示变成守备表示时，破坏对方场上的1只怪兽。,cn
40200834,4127,睡狮子,平时沉睡着的猛兽。一旦苏醒就使人招架不住。,cn
76704943,4128,八俣龙绘卷,画卷上的龙实体化后进行攻击。守备力很低。,cn
13193642,4129,暗黑植物,在被污染的土地以及暗之力的环境下生长的花。非常凶暴。,cn
49587396,4130,钢铁之心,在古代文明遗迹里发现的机器。破坏是它的唯一目的。,cn
75582395,4131,圣鸟,尾巴非常长的鸟，全身散发出神圣的光芒。,cn
2971090,4132,战神 奥利安,被誉为战神的天使。不过谁也没见过那场战事。,cn
48365709,4133,暗杀者,能在黑暗中悄然无声地靠近敌人，精通暗杀的战士。,cn
75850803,4134,月之魔法师,住在月亮上的魔法师。用月之魔力迷惑对方。,cn
90963488,4135,睡眠之子,孩子被梦魔所操控永远沉睡着不再醒来。,cn
37243151,4136,气象控制员,可以自由操纵天气。山里的天气无常就是这家伙的杰作。,cn
74637266,4137,章鱼怪,鱼的头，章鱼的脚，非常不可思议的生物，用枪发动攻击。,cn
32864,4138,第13人的埋葬者,原本没有任何人的一零三号墓地突然出现的丧尸。,cn
37421579,4139,炎之骑士 基拉,「怪兽蛋」＋「史汀」,cn
63515678,4140,神圣之锁,据说可以用神圣的力量封锁行动的锁链。,cn
52800428,4141,死者之腕,从混沌沼泽中伸出手腕，将生者拖入其中。,cn
36304921,4142,魔人 死亡撒旦,穿着融入黑暗的黑色燕尾服，操纵着死亡的恶魔。,cn
62793020,4143,谜之手,弄歪空间，从次元的狭间中伸出手腕进行攻击。,cn
9197735,4144,龙魂之石像,拥有龙的灵魂的石像战士。用自豪的剑劈开敌人。,cn
35282433,4145,青色眼银僵尸,据说可以从眼睛里射出怪异的光线，据说能让对方变成僵尸。,cn
62671448,4146,蛤蟆仙人,活了几千年的青蛙仙人。用蝌蚪进行攻击。,cn
98075147,4147,恶魔蜗牛,以黑暗力量进化了的蜗牛。有手有脚、动作迅速。,cn
34460851,4148,火焰操纵者,游刃有余地穿梭在火海中发动攻击。,cn
61454890,4149,时间魔人 独眼死灵师,从时空环出来的可以去任何自己想去的地方的独眼魔人。,cn
97843505,4150,风之番人 精,操纵风并产生龙卷风与飓风吹飞周围的东西。,cn
24348204,4151,魅惑的怪盗,披着黑色披风装模作样的怪盗。挥着手杖迷惑对方。,cn
732302,4152,骷髅寺院,全部由骷髅和骨头建立而成的寺院。会吸收接近的人的灵魂。,cn
36121917,4153,怪兽蛋,蛋壳保卫全身的迷之战士，用壳飞射攻击。,cn
63125616,4154,司暗的影子,溶入黑暗之中的影子。用金网封住对方的行动。,cn
99510761,4155,神灯魔人,从神灯里出现的魔灵，服从召唤者的意志。,cn
36904469,4156,卡库塔斯,潜在水中形状不明的怪兽。,cn
62403074,4157,赤剑之莱蒙多斯,持有赤红炎剑的战士。利用火焰束缚来封住行动。,cn
98898173,4158,溶化的赤影,融化身体藏在脚下的影子里，从敌人的正下方发动攻击。,cn
25882881,4159,死神骷髅,使用地狱一击夺取灵魂的死神。,cn
53581214,4160,火焰恶魔,手持炎之箭的死神，被其箭击中的话就会变成火人。,cn
94675535,4161,拉瓦斯,行动速度飞快的鸟怪，用细长的手腕将敌人绞杀。,cn
20060230,4162,坚硬铠甲,拥有心灵的铠甲，坚硬的身体装备在战士身上。,cn
53293545,4163,火炎草,在火山附近生存的草。从花内吹出来火焰攻击。,cn
93553943,4164,食人花,吃人的人面花，用有毒的触手进行攻击。,cn
29948642,4165,鸟嘴兽,卷起蛇一样长的身体，一边回转一边用嘴攻击。,cn
56342351,4166,磁力战士1号,擅长配合的战士，发动强大的磁力，谁也逃不掉。,cn
92731455,4167,磁力战士2号,擅长配合的战士，表面涂有电磁的铠甲非常坚固。,cn
28725004,4168,恶魔的智慧,这张卡的表示形式从攻击表示变成守备表示时，洗自己的卡组。,cn
55210709,4169,青玉眼怪,蓝宝石眼睛的野兽。制造幻影，趁敌人混乱的时候进行攻击。,cn
81618817,4170,杰米亚之神,善于欺骗对方、诱惑其加入破灭之路的邪恶之神。,cn
28003512,4171,审判之手,用寄宿着神灵的手作最后的判决，给予敌人以猛烈的攻击。,cn
54098121,4172,谜之傀儡师,怪兽召唤·反转召唤成功时，自己回复500基本分。,cn
81492226,4173,太古之壶,非常脆弱的太古之壶。里面好像藏着什么东西。,cn
17881964,4174,暗黑火炎龙,「火炎草」＋「小龙」,cn
53375573,4175,深渊的冥王,冥界之王，听说以前有着支配所有黑暗力量的能力。,cn
80770678,4176,竖琴精灵,在天界弹奏竖琴的精灵。那音色使周围听众的心变得平静。,cn
16768387,4177,眼球大王,反转：从自己卡组上面把最多5张卡确认，用喜欢的顺序回到卡组上面。,cn
53153481,4178,铠甲剑尾战士,有着剑状尾的怪异战士。用双手和尾巴进行三连攻击。,cn
89558090,4179,暗黑囚犯,能巧妙的操纵光的反射来隐藏自己。,cn
15042735,4180,飓风怪,荒野的龙卷风。用风之刃切割对方。,cn
42431843,4181,魔天老,被天界放逐的堕天使，在暗域中的战斗很出色。,cn
88435542,4182,火眼,被火炎包围着的眼球。挥动翅膀就能引起火炎之风。,cn
15820147,4183,怪龟,装备了带刺的甲壳的龟。非常凶暴不喜欢接近人类。,cn
41218256,4184,利爪杀手,手腕能自由的伸缩，尖利的爪子能将敌人刺穿。,cn
77603950,4185,萨塔那,诅咒敌人。可以使人动弹不得的魔法师。,cn
14708569,4186,阿罗妮,花中的女性散发着有毒的花粉。任何人都不能靠近她。,cn
40196604,4187,暗影,从水晶中发射强烈的光线进行攻击。,cn
77581312,4188,假面道化,一边跳着死亡的舞蹈、一边用手上的镰刀切碎敌人的战士。,cn
3985011,4189,神圣能量,虽然摇摇晃晃的，但被圣之力保护着。,cn
49370026,4190,戏法师,使用像戏法般的魔法打倒对方。也会放出鸽子攻击。,cn
64511793,4191,复印者,变身成为各种敌人的模样，从而欺骗对方进行战斗的战士。,cn
2863439,4192,幻象鸟,能够从手里的镜子中召唤出同伴的鸟怪。,cn
49258578,4193,地狱之门,肚子上长着通向地狱的门，也可以被召唤的怪兽。,cn
75646173,4194,法兰克斯,上下都有头的令人作呕的怪兽。从口中吐出激光。,cn
1641882,4195,融合体,「小天使」＋「催眠羊」,cn
38035986,4196,红A,施放死亡诅咒的魔法师。听到咒文的敌人将变得神智不清。,cn
9430387,4197,雷云怪,带电的云形怪兽。下着能溶掉一切的危险之雨。,cn
1929294,4198,心钥妖精,非常细小的天使。无论是谁都被那可爱魅力折服而敞开心扉。,cn
37313348,4199,龟虎,身披甲壳的虎，坚硬的甲壳作守备，尖锐的牙齿作攻击。,cn
63308047,4200,魔人 泰拉,住在沼泽地的恶魔手下，看起来不怎么强，但绝不能对他轻心大意。,cn
756652,4201,多隆,分身夹击的怪兽，要小心！,cn
36151751,4202,菊石骑士,从很久以前就守护着大海的骑士。,cn
63545455,4203,僵尸鬼灯,把手腕像火箭一样发射攻击的不死怪兽。,cn
99030164,4204,幸福恋人,从头上放出心形的光给予恋人以幸福的小天使。,cn
36039163,4205,企鹅骑士,这张卡被对方的效果从卡组送去墓地时，把自己墓地存在的全部卡回到卡组。,cn
75356564,4206,小龙,非常小的龙，充分用尽那弱小的身体进行攻击。,cn
98818516,4207,杀人熊猫,经常手持一根粗大的竹子四处找茬，性格非常凶暴。,cn
75889523,4208,恶魔海狸,拥有恶魔角与翅膀的海狸。投掷橡实果进行攻击。,cn
61201220,4209,幽灵,由这个世界上不能成佛的灵魂，慢慢聚集而成的怨灵。,cn
98795934,4210,魔加农,大炮状的恶魔。以飞快的速度发射眼球弹。,cn
24194033,4211,泥浆兽,粘呼呼的令人感到恶心的怪兽。吐出剧毒的瓦斯进行攻击。,cn
60589682,4212,格洛斯,用像鞭子一般长的手臂进行攻击。稍远的地方也可以攻击的到。,cn
97973387,4213,大嘴鸟,嘴巴非常大、大声的叫吓跑胆小的对方。,cn
38142739,4214,小天使,依靠灵活的行动躲避攻击的小天使。,cn
39175982,4215,暗黑杀手,挥动如镰刀般发达的手臂进行攻击。,cn
96851799,4216,史汀,非常炽热的火焰形成的块，并用那身体冲撞敌人。,cn
15510988,4217,雷电小子,在它的体内平时储蓄着雷电。因此当它哭泣时非常危险。,cn
53832650,4218,巴比伦,长有独眼的巨大怪兽。从眼睛之中发出光线攻击。,cn
85639257,4219,水魔道士,操纵水的魔法师。造出厚重的水墙压垮敌人。,cn
15401633,4220,紫炎的影武者,侍奉着紫炎的影武者，持有锋利的名刀。,cn
58528964,4221,火焰幽灵,「白骨」＋「岩浆人」,cn
84916669,4222,树精,森之精灵。借助草木之力封住对方的行动。,cn
11901678,4223,暗黑魔龙,「恶魔召唤」＋「真红眼黑龙」,cn
57305373,4224,双口的暗之支配者,同时长有两个嘴巴的恐龙，角能蓄电并在背部放电。,cn
84794011,4225,孤寂,下半身是鹿，持有吸收灵魂的大镰刀的兽战士。,cn
10189126,4226,假面魔道士,这张卡造成对方玩家基本分伤害的时候，自己抽1张卡。,cn
56283725,4227,蜘蛛男,巨大的蜘蛛被赋予智慧的形态，通过吐丝将敌人的行动封锁。,cn
83678433,4228,午夜恶魔,出现在深夜的鸟怪。据说必须祭生才能唤它出来。,cn
19066538,4229,轰鸣的大海蛇,「魔法灯」＋「兵主部」,cn
46461247,4230,陷阱大师,反转：场上1张陷阱卡破坏。里侧表示翻开确认后破坏。,cn
22855882,4231,被诅咒的魔剑,据说战胜施加在身上的诅咒的人就可以以此获得力量。,cn
54844990,4232,死亡潜行者,行动敏捷、用钳子捕捉对方，带有剧毒刺针的蝎子战士。,cn
46718686,4233,海星葵,被污染的水源侵蚀而狂暴化的海星。从口中吐出溶解液攻击敌人。,cn
17733394,4234,森之尸,森林守护神死后，被恶魔复活的尸体。,cn
8783685,4235,生命之沙漏,掌管生命的天使。通过削减自己的寿命将力量赋予他人。,cn
80516007,4236,珍鱼,「融合体」＋「恍惚的人鱼」,cn
17511156,4237,木灵小丑,作出令人讨厌的笑容的恶魔。以手中的镰刀熟练的回避着攻击。,cn
43905751,4238,魔人铳,从口中能够发射子弹攻击的生物兵器。,cn
89494469,4239,暗黑魔神 梦魇,据说这个恶魔潜住在梦中，当猎物睡觉时便夺去其生命。,cn
16899564,4240,斩首的美女,在那美丽容貌的背后，却是个用刀子使许多人身首异处的女子。,cn
42883273,4241,森之住人 乌丹,场上每存在1只表侧表示的植物族怪兽，这张卡的攻击力上升100。,cn
89272878,4242,冥界的番人,守护着冥界入口的战士，对侵略者豪不留情的斩杀。,cn
84285623,4243,埴轮,古代王墓中守护宝物的土人偶。,cn
41061625,4244,椰树,有意志的椰子树。以落下的果实进行攻击。果实中的椰汁味道鲜美。,cn
78556320,4245,女夜魔战士,侍奉黑暗的女战士。将对方进行血祭是她生存的意义。,cn
8944575,4246,死亡之足,眼珠上长着脚的怪兽。高跳着用爪钩攻击。,cn
41949033,4247,暗之暗杀者,持有精神之剑、君临魔界的暗杀者。,cn
47695416,4248,命运之蜡烛,指尖的火焰消失时，将决定对方的命运。,cn
3732747,4249,水元素,住在水里的精灵。将四周用雾包围妨碍敌人的视线。,cn
40826495,4250,岩浆人,岩浆里出生的怪兽，灼热的身体使接近的物体融化。,cn
76211194,4251,暗黑拿破仑,恶人创造的眼珠恶魔。用黑暗炸弹进行爆破攻击。,cn
3606209,4252,狩魂者,据说被其用剑斩杀之人的魂魄会离身体而去。,cn
39004808,4253,根潭鱼人,潜伏在海里的半鱼人，掀起黑暗浪潮袭击。,cn
75499502,4254,主人与能手,怪兽使高手、忠心于主人的怪兽。组合起来相当完美。,cn
2483611,4255,水之舞女,从瓶中不断流淌的水，变成龙的形状发动攻击。,cn
38982356,4256,冰,全身用冰做的战士。将一切与其解触者冰冻起来。,cn
75376965,4257,恍惚的人鱼,诱惑在海上航行的人们并将他们淹死的美人鱼。,cn
1761063,4258,猫妖精,猫精灵。与可爱的身姿相反、敏捷的攻击对方。,cn
37160778,4259,天使魔女,背负着成为天使的命运，但却成为了向往中的魔女。,cn
64154377,4260,未熟的恶魔,还没成为完全体的丑恶魔。肚子上的洞会吸入任何东西。,cn
549481,4261,硬毛鼠,毛像硬皮一样聚集在一起，守备力非常的高。,cn
37043180,4262,异次元的战士,①：这张卡和怪兽进行战斗的伤害计算后发动。那些进行战斗的各自怪兽除外。,cn
63432835,4263,岩石犰狳,身体被像石头般坚固的毛覆盖着、守备坚固。,cn
99426834,4264,沼地的魔兽王,这张卡可以代替融合怪兽素材的其中1只来融合。这个时候，其他的融合素材必须是指定的融合素材。,cn
36821538,4265,古代魔导士,拿着许多手杖。各自分别使用多样的攻击。,cn
62210247,4266,月之女神 艾露塞姆,守护月亮的美丽女神。使用月光屏障守备攻击。,cn
15150371,4267,恶魔之镜,对映在镜子上的东西施以催眠术，从而避开攻击的恶魔之镜。,cn
25109950,4268,艾尔的小剑士,每用自己场上存在的这张卡以外的1只怪兽做祭品，这张卡的攻击力在回合结束前加700。,cn
62193699,4269,大地战士,岩石聚集而成的石像。将对方石化后破坏。,cn
98582704,4270,翼蛋精灵,被蛋壳包住的天使。用巨大翅膀守备攻击。,cn
18710707,4271,愤怒的海王,伟大的海之王。唤起永不停息的大海啸将敌人吞没。,cn
51371017,4272,剑之女王,反转：对方场上每存在1张魔法·陷阱，对方受到500分的伤害。,cn
97360116,4273,恶之无名战士,用敏捷的动作产生真空、切碎对方的战士。,cn
15507080,4274,黑暗随从者,崇拜黑暗的魔法师。呼唤魔手将敌人拖入暗阴之中。,cn
50259460,4275,破坏神 瓦沙克,这张卡可以代替融合怪兽素材的其中1只来融合。这个时候，其他的融合素材必须是指定的融合素材。,cn
96643568,4276,气象精灵,操纵雨的精灵。召唤台风吹飞各种东西。,cn
23032273,4277,梅基拉斯之光,从眼中放出恶光给予对方损伤。,cn
59036972,4278,奇迹鸟,「大炮鸟」＋「邪炎之翼」,cn
86421986,4279,悟道的老树,运用所有知识、能够守备各种攻击的老树。,cn
22910685,4280,绿树之灵王,居住在被绿树包围的地方，统治森林的年轻国王。,cn
58314394,4281,陆战型战斗艇,陆地战斗机器人，总有一天能在海里使用。,cn
85309439,4282,北风与太阳,交情深厚的北风和太阳，能发动飓风与热光线的攻击。,cn
11793047,4283,戈耳工蛋,蛇发女所产下的巨卵。其他一切资料不详。,cn
58192742,4284,幼虫宝宝,不清楚成长后会变成什么样的小青虫。,cn
84686841,4285,烟之王,潜伏在烟雾中的恶魔，四周被浓烟包围，毫无踪迹可循。,cn
10071456,4286,王座守护者,国王离开时，保卫王座不受外敌攻击的王妃。守备力高。,cn
47060154,4287,狂战士,用狂暴的力量攻击，一旦暴走无人能挡。,cn
83464209,4288,催眠羊,尾巴很长的绵羊，用尾巴使出催眠术，让敌人入睡。,cn
10859908,4289,全息投影者,使人看见各种幻想、趁机进行攻击的机器。,cn
46247516,4290,阴阳师 道,侵蚀阴与阳的力量、产生出邪恶力量的魔导师。,cn
82742611,4291,恶魔蛇,独眼蛇。吐出冷气冰封对方。,cn
19737320,4292,看门人,为守备王家墓地入口而造的机器。非常难以被破坏。,cn
45121025,4293,黑影之鬼王,被黑影附体的恶鬼。用惊人的速度突击。,cn
72520073,4294,暗之艺术家,受到了光属性怪兽的攻击时，这张卡的守备力成为一半。,cn
18914778,4295,变形史莱姆,能自由地变换形态的史莱姆。,cn
45909477,4296,月之使者,侍奉月之女神的战士。使用像新月一样的戈进行攻击！,cn
71407486,4297,炎之魔神,被吞没在火中的魔人。运用自如地操纵周围的火焰攻击。,cn
7892180,4298,念力河童,能使用多种超能力避开攻击的河童。,cn
44287299,4299,传说的剑豪 正树,据说是完成了百人斩的传说中的剑豪。,cn
